os_name,os_family,vendor,os_generation,device_type,ttl,window_size,df_flag,tcp_options,ip_id_sequence,icmp_response
Drobo 5D NAS (Linux 2.6.18),Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
Iomega StorCenter ix2-200 NAS device (Linux 2.6.31),Linux,Linux,2.6.X,storage-misc,59,11844,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
LaCie 5big Network 2 NAS device (Linux 2.6.31),Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11,constant,0
LaCie d2 NAS device (Linux 2.6),Linux,Linux,2.6.X,storage-misc,59,32768,1,O1=M400CST11NW2%O2=M400CST11NW2%O3=M400CNNT11NW2%O4=M400CST11NW2%O5=M400CST11NW2%O6=M400CST11,constant,0
LG N4B2ND4 NAS device (Linux 2.6),Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11,constant,0
Linksys NSLU2 NAS device running SlugOS/LE (Linux 2.6.16),Linux,Linux,2.6.X,storage-misc,59,5696,1,O1=M59CST11NW1%O2=M59CST11NW1%O3=M59CNNT11NW1%O4=M59CST11NW1%O5=M59CST11NW1%O6=M59CST11,constant,0
Linux 2.6.12,Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Linux 2.6.32,Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW7%O2=M5B4ST11NW7%O3=M5B4NNT11NW7%O4=M5B4ST11NW7%O5=M5B4ST11NW7%O6=M5B4ST11,constant,0
MitraStar NAS (Linux 2.6.31),Linux,Linux,2.6.X,storage-misc,59,18328,1,O1=M23D8ST11NW2%O2=M23D8ST11NW2%O3=M23D8NNT11NW2%O4=M23D8ST11NW2%O5=M23D8ST11NW2%O6=M23D8ST11,constant,0
"NAS device (Linux 2.6.15): GalaxyMetalGear 4500MGB, Icy Box IB-NAS4220-B, or MRT Dual GigaNAS",Linux,Linux,2.6.X,storage-misc,59,5712,1,O1=M5A0ST11NW2%O2=M5A0ST11NW2%O3=M5A0NNT11NW2%O4=M5A0ST11NW2%O5=M5A0ST11NW2%O6=M5A0ST11,constant,0
Netgear RAIDiator 4.00 - 4.1.8 NAS device (Linux 2.6.17),Linux,Linux,2.6.X,storage-misc,59,15768,1,O1=M1ED8ST11NW4%O2=M1ED8ST11NW4%O3=M1ED8NNT11NW4%O4=M1ED8ST11NW4%O5=M1ED8ST11NW4%O6=M1ED8ST11,constant,0
Netgear ReadyNAS 3200 NAS device (Linux 2.6),Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M564ST11NW7%O2=M564ST11NW7%O3=M564NNT11NW7%O4=M564ST11NW7%O5=M564ST11NW7%O6=M564ST11,constant,0
Promise SmartStor NS2300 or Synology DS207 NAS device (Linux 2.6.15 - 2.6.20),Linux,Linux,2.6.X,storage-misc,59,11844,1,O1=MF78ST11NW1%O2=MF78ST11NW1%O3=MF78NNT11NW1%O4=MF78ST11NW1%O5=MF78ST11NW1%O6=MF78ST11,constant,0
Synology DiskStation Manager 4.3 (Linux 2.6.32 or 3.2),Linux,Linux,2.6.X,storage-misc,59,11844,1,O1=MF78ST11NW5%O2=MF78ST11NW5%O3=MF78NNT11NW5%O4=MF78ST11NW5%O5=MF78ST11NW5%O6=MF78ST11,constant,0
Synology DiskStation Manager 4.3 (Linux 2.6.32),Linux,Linux,2.6.X,storage-misc,59,5844,1,O1=M7A8ST11NW6%O2=M7A8ST11NW6%O3=M7A8NNT11NW6%O4=M7A8ST11NW6%O5=M7A8ST11NW6%O6=M7A8ST11,constant,0
Synology DS209 NAS device (Linux 2.6.32) or Polycom HDX 7000 Touch Control,Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
Synology DS212j NAS device (Linux 2.6.32),Linux,Linux,2.6.X,storage-misc,65400,5792,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
Synology VS240HD Surveillance Station (Linux 2.6),Linux,Linux,2.6.X,storage-misc,59,4344,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
Western Digital MyBook World Edition 2 NAS device (Linux 2.6.17.14),Linux,Linux,2.6.X,storage-misc,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Avaya Communication Manager (Linux 2.6.11),Linux,Linux,2.6.X,telecom-misc,59,5840,1,O1=M550NW2%O2=M550NW2%O3=M550NW2%O4=M550NW2%O5=M550NW2%O6=M550,constant,0
IGEL UD3 thin client (Linux 2.6),Linux,Linux,2.6.X,terminal,59,5792,1,O1=M570ST11NW5%O2=M570ST11NW5%O3=M570NNT11NW5%O4=M570ST11NW5%O5=M570ST11NW5%O6=M570ST11,constant,0
Wyse S50 thin client (Linux 2.6),Linux,Linux,2.6.X,terminal,27,30720,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Lantronix SLC 8 terminal server (Linux 2.6),Linux,Linux,2.6.X,terminal server,59,5792,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
Digium D70 IP phone,Linux,Linux,2.6.X,VoIP phone,59,5792,1,O1=M5B4ST11NW4%O2=M578ST11NW4%O3=M280NNT11NW4%O4=M22CST11NW4%O5=M218ST11NW4%O6=M109ST11,constant,0
Asus RT-N16 WAP (Linux 2.6.22),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
AVM FRITZ!Box FON WLAN 7170 WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5ACST11NW1%O2=M5ACST11NW1%O3=M5ACNNT11NW1%O4=M5ACST11NW1%O5=M5ACST11NW1%O6=M5ACST11,constant,0
AVM FRITZ!Box FON WLAN 7170 WAP (Linux 2.6.13),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5ACST11NW1%O2=M5ACST11NW1%O3=M5ACNNT11NW1%O4=M5ACST11NW1%O5=M5ACST11NW1%O6=M5ACST11,constant,0
Ceedtec CD-730 WiMAX WAP (Linux 2.6.23),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4NNT11%O2=M5B4NNT11%O3=M5B4NNT11%O4=M5B4NNT11%O5=M5B4NNT11%O6=M5B4NNT11,constant,0
Cisco AP541N WAP (Linux 2.6.21) or Avaya ERS 5510 switch,Linux,Linux,2.6.X,WAP,59,16384,1,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,incremental,0
Cisco RV042 WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
Cisco SRP 521W WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Cisco SRP 527 WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Cisco WAP4410N WAP (Linux 2.6.15),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
D-Link DIR-300 WAP (Linux 2.6.21),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4NNT11%O2=M5B4NNT11%O3=M5B4NNT11%O4=M5B4NNT11%O5=M5B4NNT11%O6=M5B4NNT11,constant,0
D-Link DIR-600 or DIR-645 WAP (Linux 2.6.33),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
D-Link DIR-818LW WAP (Linux 2.6.30),Linux,Linux,2.6.X,WAP,58,5840,1,O1=M5B4NNSNW2%O2=M5B4NNSNW2%O3=M5B4NW2%O4=M5B4NNSNW2%O5=M5B4NNSNW2%O6=M5B4NNS,constant,0
D-Link DIR-865L WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW4%O2=M5B4NNSNW4%O3=M5B4NW4%O4=M5B4NNSNW4%O5=M5B4NNSNW4%O6=M5B4NNS,constant,0
"DD-WRT (Linux 2.6.23, MIPS)",Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
DD-WRT (Linux 2.6.24),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M558ST11NW2%O2=M558ST11NW2%O3=M558NNT11NW2%O4=M558ST11NW2%O5=M558ST11NW2%O6=M558ST11,constant,0
DD-WRT v24 (Linux 2.6.22),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
DD-WRT v24-sp2 (Linux 2.6.34),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Gennet OxyGEN wireless ADSL router (Linux 2.6.11),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Huawei EchoLife WAP (Linux 2.6.34),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW2%O2=M5B4NNSNW2%O3=M5B4NW2%O4=M5B4NNSNW2%O5=M5B4NNSNW2%O6=M5B4NNS,constant,0
Huawei HG8245T GPON ONU WAP (Linux 2.6.21) or Sagemcom F@st 4350 WAP,Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW2%O2=M5B4NNSNW2%O3=M5B4NW2%O4=M5B4NNSNW2%O5=M5B4NNSNW2%O6=M5B4NNS,constant,0
IO-Data WN-G300R WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,constant,0
Linux 2.6.15 (likely TP-LINK WAP),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Linux 2.6.17 (ZyXEL NWA570N WAP),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M576ST11NW1%O2=M576ST11NW1%O3=M576NNT11NW1%O4=M576ST11NW1%O5=M576ST11NW1%O6=M576ST11,constant,0
Netgear WNDAP660 WAP (Linux 2.6.36),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M564ST11NW4%O2=M564ST11NW4%O3=M564NNT11NW4%O4=M564ST11NW4%O5=M564ST11NW4%O6=M564ST11,constant,0
OpenWrt (Linux 2.6.32),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M538NNSNW1%O2=M538NNSNW1%O3=M538NW1%O4=M538NNSNW1%O5=M538NNSNW1%O6=M538NNS,constant,0
OpenWrt Backfire 10.03.1 (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW0%O2=M5B4NNSNW0%O3=M5B4NW0%O4=M5B4NNSNW0%O5=M5B4NNSNW0%O6=M5B4NNS,constant,0
OpenWrt Backfire 10.03.1 (Linux 2.6.32),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW2%O2=M5B4NNSNW2%O3=M5B4NW2%O4=M5B4NNSNW2%O5=M5B4NNSNW2%O6=M5B4NNS,constant,0
OpenWrt Backfire 10.03.1 (Linux 2.6.32),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NW1%O2=M5B4NW1%O3=M5B4NW1%O4=M5B4NW1%O5=M5B4NW1%O6=M5B4,constant,0
OpenWrt Backfire 10.03.1 (Linux 2.6.32),Linux,Linux,2.6.X,WAP,59,4380,1,O1=M5B4NNSNW5%O2=M5B4NNSNW5%O3=M5B4NW5%O4=M5B4NNSNW5%O5=M5B4NNSNW5%O6=M5B4NNS,constant,0
OpenWrt Kamikaze 7.09 (Linux 2.6.17 - 2.6.32),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW1%O2=M5B4NNSNW1%O3=M5B4NW1%O4=M5B4NNSNW1%O5=M5B4NNSNW1%O6=M5B4NNS,constant,0
OpenWrt Kamikaze 7.09 (Linux 2.6.22),Linux,Linux,2.6.X,WAP,59,,1,R=N,constant,0
OpenWrt Kamikaze 8.09 (Linux 2.6.26),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW1%O2=M5B4NNSNW1%O3=M5B4NW1%O4=M5B4NNSNW1%O5=M5B4NNSNW1%O6=M5B4NNS,constant,0
Orange Livebox Pro v3 (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW4%O2=M5B4NNSNW4%O3=M5B4NW4%O4=M5B4NNSNW4%O5=M5B4NNSNW4%O6=M5B4NNS,constant,0
Starbridge Networks 1531 wireless ASDL modem,Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5ACST11NW1%O2=M5ACST11NW1%O3=M5ACNNT11NW1%O4=M5ACST11NW1%O5=M5ACST11NW1%O6=M5ACST11,constant,0
Tomato 1.28 (Linux 2.6.22),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti AirMax NanoStation M5 WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti AirMax NanoStation WAP (Linux 2.6),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti AirMax NanoStation WAP (Linux 2.6.32),Linux,Linux,2.6.X,WAP,55,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti NanoStation Loco M2 WAP (Linux 2.6.32),Linux,Linux,2.6.X,WAP,59,5392,1,O1=M550ST11NW1%O2=M550ST11NW1%O3=M550NNT11NW1%O4=M550ST11NW1%O5=M550ST11NW1%O6=M550ST11,constant,0
Ubiquiti WAP (Linux 2.6.32),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M564ST11NW1%O2=M564ST11NW1%O3=M564NNT11NW1%O4=M564ST11NW1%O5=M564ST11NW1%O6=M564ST11,constant,0
Xiaomi MiWiFi 2.2 (Linux 2.6.36),Linux,Linux,2.6.X,WAP,59,5792,1,O1=M5B4ST11NW7%O2=M5B4ST11NW7%O3=M5B4NNT11NW7%O4=M5B4ST11NW7%O5=M5B4ST11NW7%O6=M5B4ST11,constant,0
Xiaomi MiWiFi WAP (Linux 2.6.36),Linux,Linux,2.6.X,WAP,59,5840,1,O1=M5B4NNSNW5%O2=M5B4NNSNW5%O3=M5B4NW5%O4=M5B4NNSNW5%O5=M5B4NNSNW5%O6=M5B4NNS,constant,0
Axis network camera (Linux 2.6.16 - 2.6.20),Linux,Linux,2.6.X,webcam,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Logitech Alert 750i camera (Linux 2.6.18),Linux,Linux,2.6.X,webcam,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti UniFi Video Camera (Linux 2.6.38),Linux,Linux,2.6.X,webcam,59,14480,1,O1=M550ST11NW3%O2=M550ST11NW3%O3=M550NNT11NW3%O4=M550ST11NW3%O5=M550ST11NW3%O6=M550ST11,constant,0
Vilar IP Camera (Linux 2.6),Linux,Linux,2.6.X,webcam,59,5840,1,O1=M5B4NNSNW1%O2=M5B4NNSNW1%O3=M5B4NW1%O4=M5B4NNSNW1%O5=M5B4NNSNW1%O6=M5B4NNS,constant,0
AVM Fritz!Box 7360 (Linux 3.10),Linux,Linux,3.X,broadband router,59,14480,1,O1=M5B4NNT11NW4%O2=M5B4NNT11NW4%O3=M5B4NNT11NW4%O4=M5B4NNT11NW4%O5=M5B4NNT11NW4%O6=M5B4NNT11,constant,0
DD-WRT v24 or v30 (Linux 3.10),Linux,Linux,3.X,broadband router,59,14480,1,O1=M5B4ST11NW3|M5B4ST11NW4|M5B4ST11NW6%O2=M5B4ST11NW3|M5B4ST11NW4|M5B4ST11NW6%O3=M5B4NNT11NW3|M5B4NN,constant,0
Gargoyle 1.5.10 router firmware (Linux 3.3),Linux,Linux,3.X,broadband router,59,14400,1,O1=M5ACST11NW2%O2=M5ACST11NW2%O3=M5ACNNT11NW2%O4=M5ACST11NW2%O5=M5ACST11NW2%O6=M5ACST11,constant,0
Netgear R9000 router (Linux 3.10),Linux,Linux,3.X,broadband router,59,14480,1,O1=M5B4ST11NW7%O2=M5B4ST11NW7%O3=M5B4NNT11NW7%O4=M5B4ST11NW7%O5=M5B4ST11NW7%O6=M5B4ST11,constant,0
OpenWrt (Linux 3.0),Linux,Linux,3.X,broadband router,59,14600,1,O1=M5B4NNSNW1%O2=M5B4NNSNW1%O3=M5B4NW1%O4=M5B4NNSNW1%O5=M5B4NNSNW1%O6=M5B4NNS,constant,0
OpenWrt (Linux 3.18),Linux,Linux,3.X,broadband router,123,28960,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
OpenWrt (Linux 3.2),Linux,Linux,3.X,broadband router,59,14600,1,O1=M5B4NNSNW2%O2=M5B4NNSNW2%O3=M5B4NW2%O4=M5B4NNSNW2%O5=M5B4NNSNW2%O6=M5B4NNS,constant,0
OpenWrt (Linux 3.3),Linux,Linux,3.X,broadband router,59,32792,1,O1=M400CNNSNW4%O2=M400CNNSNW4%O3=M400CNW4%O4=M400CNNSNW4%O5=M400CNNSNW4%O6=M400CNNS,constant,0
OpenWrt (Linux 3.3),Linux,Linux,3.X,broadband router,59,14600,1,O1=M5B4NNSNW[1-4]%O2=M5B4NNSNW[1-4]%O3=M5B4NW[1-4]%O4=M5B4NNSNW[1-4]%O5=M5B4NNSNW[1-4]%O6=M5B4NNS,constant,0
OpenWrt 12.09-rc1 Attitude Adjustment (Linux 3.3 - 3.7),Linux,Linux,3.X,broadband router,58,14480,1,O1=M5ACST11NW7%O2=M5ACST11NW7%O3=M5ACNNT11NW7%O4=M5ACST11NW7%O5=M5ACST11NW7%O6=M5ACST11,constant,0
OpenWrt Attitude Adjustment (Linux 3.3),Linux,Linux,3.X,broadband router,59,32768,1,O1=M400CST11NW4%O2=M400CST11NW4%O3=M400CNNT11NW4%O4=M400CST11NW4%O5=M400CST11NW4%O6=M400CST11,constant,0
OpenWrt Attitude Adjustment (Linux 3.3) - Barrier Breaker (Linux 3.8),Linux,Linux,3.X,broadband router,59,14480,1,O1=M5B4ST11NW[2-4|7]%O2=M5B4ST11NW[2-4|7]%O3=M5B4NNT11NW[2-4|7]%O4=M5B4ST11NW[2-4|7]%O5=M5B4ST11NW[2,constant,0
OpenWrt Attitude Adjustment 12.09 (Linux 3.3.8),Linux,Linux,3.X,broadband router,59,13090,1,O1=M529ST11NW7%O2=M529ST11NW7%O3=M529NNT11NW7%O4=M529ST11NW7%O5=M529ST11NW7%O6=M529ST11,constant,0
OpenWrt Attitude Adjustment 12.09-RC2 (Linux 3.3.8),Linux,Linux,3.X,broadband router,59,14280,1,O1=M5A0ST11NW2%O2=M5A0ST11NW2%O3=M5A0NNT11NW2%O4=M5A0ST11NW2%O5=M5A0ST11NW2%O6=M5A0ST11,constant,0
OpenWrt Barrier Breaker (Linux 3.10),Linux,Linux,3.X,broadband router,59,14480,1,O1=M558ST11NW4%O2=M558ST11NW4%O3=M558NNT11NW4%O4=M558ST11NW4%O5=M558ST11NW4%O6=M558ST11,constant,0
OpenWrt Chaos Calmer 15.05 (Linux 3.18),Linux,Linux,3.X,broadband router,59,28960,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
OpenWrt Chaos Calmer 15.05 (Linux 3.18),Linux,Linux,3.X,broadband router,59,28960,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
OpenWrt Chaos Calmer 15.05 (Linux 3.18),Linux,Linux,3.X,broadband router,59,43690,1,O1=MFFD7ST11NW6%O2=MFFD7ST11NW6%O3=MFFD7NNT11NW6%O4=MFFD7ST11NW6%O5=MFFD7ST11NW6%O6=MFFD7ST11,constant,0
IPCop 2 firewall (Linux 3.4),Linux,Linux,3.X,firewall,59,14600,1,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14600,1,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,32768,1,O1=M400CST11NW6%O2=M400CST11NW6%O3=M400CNNT11NW6%O4=M400CST11NW6%O5=M400CST11NW6%O6=M400CST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,123,32792,1,O1=M400CNNSNW8%O2=M400CNNSNW8%O3=M400CNW8%O4=M400CNNSNW8%O5=M400CNNSNW8%O6=M400CNNS,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,32792,1,O1=M400CNNSNW4%O2=M400CNNSNW4%O3=M400CNW4%O4=M400CNNSNW4%O5=M400CNNSNW4%O6=M400CNNS,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,13332,1,O1=M1168ST11NW6%O2=M1168ST11NW6%O3=M1168NNT11NW6%O4=M1168ST11NW6%O5=M1168ST11NW6%O6=M1168ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,60,65535,1,O1=M5B4ST11NWB%O2=M5B4ST11NWB%O3=M5B4NNT11NWB%O4=M5B4ST11NWB%O5=M5B4ST11NWB%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,5792,1,O1=M5B4ST11NW7%O2=M5B4ST11NW7%O3=M5B4NNT11NW7%O4=M5B4ST11NW7%O5=M5B4ST11NW7%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M5B4ST11NW5|M5B4ST11NW7%O2=M5B4ST11NW5|M5B4ST11NW7%O3=M5B4NNT11NW5|M5B4NNT11NW7%O4=M5B4ST11NW5|M5,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14600,1,O1=M5B4NNSNW7%O2=M5B4NNSNW7%O3=M5B4NW7%O4=M5B4NNSNW7%O5=M5B4NNSNW7%O6=M5B4NNS,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M5B4ST11%O2=M5B4ST11%O3=M5B4NNT11%O4=M5B4ST11%O5=M5B4ST11%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M5B4ST11NW3%O2=M5B4ST11NW3%O3=M5B4NNT11NW3%O4=M5B4ST11NW3%O5=M5B4ST11NW3%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M564ST11NW7%O2=M564ST11NW7%O3=M564NNT11NW7%O4=M564ST11NW7%O5=M564ST11NW7%O6=M564ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,14480,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,32768,1,O1=M400CST11NW4|M400CST11NW6%O2=M400CST11NW4|M400CST11NW6%O3=M400CNNT11NW4|M400CNNT11NW6%O4=M400CST1,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,32768,1,O1=M400CST11NW7%O2=M400CST11NW7%O3=M400CNNT11NW7%O4=M400CST11NW7%O5=M400CST11NW7%O6=M400CST11,constant,0
Linux 3.0,Linux,Linux,3.X,general purpose,59,32768,1,O1=M400CST11NW7%O2=M400CST11NW7%O3=M400CNNT11NW7%O4=M400CST11NW7%O5=M400CST11NW7%O6=M400CST11,constant,0
